,FR,FR-RVS,SFDP,Linlog,FA2,PMDS,Maxent,SM,tsNET,DRGraph,t-FDP
dwt_72,0.9907407407407408,0.9662037037037037,0.962037037037037,0.5996693121693123,0.9312962962962965,0.8537037037037039,0.9342592592592593,0.9814814814814815,0.9814814814814815,0.8166666666666668,0.9677777777777778
lesmis,0.42813532977237684,0.3117329812583148,0.39927846210142853,0.5249922427177619,0.513065438834585,0.2607072391114503,0.1666048484170089,0.31169512093881846,0.5672434446392067,0.5695131659461953,0.5444665151971468
can_96,0.36014964202464206,0.5942790542790546,0.31878260628260596,0.2578484478484476,0.4957785039035042,0.22464387464387442,0.23692644161394152,0.5042929292929287,0.7148438251563258,0.5103996119621125,0.6878780363155368
rajat11,0.5306231401133363,0.4996445464169252,0.564036128480573,0.6884119983899628,0.6925577205949492,0.4051457003296045,0.1464409017127693,0.41837933671267036,0.670846736015818,0.6098080279160439,0.7503272781854339
jazz,0.418520335482936,0.3284496881084326,0.41100567573732116,0.4567586261129529,0.40135530227803995,0.31904462082206236,0.22555795732440048,0.35610498001568114,0.5393171343908003,0.403034706006194,0.5060806525847865
visbrazil,0.13906265903237225,0.14233349426509373,0.14218633452902546,0.4795879010702889,0.3971385274568073,0.028413299223839,0.03625487230520434,0.07011543849779144,0.3100698186224505,0.33715427395987113,0.5452672388870099
grid17,0.9977854671280276,0.9579238754325257,0.9847750865051903,0.3419640797495462,0.7629296424452126,0.7165364969517221,1.0,1.0,0.9612456747404845,0.649108584610313,0.9831141868512109
mesh3e1,0.9649925852694021,0.8938240536856457,0.8894710825506678,0.5658623806028653,0.8438622507826669,0.8098434667984844,1.0,0.9965397923875432,0.9353435491843799,0.7730861756467303,0.9890459713297084
netscience,0.44968517780198053,0.44869959454055774,0.4736951286783542,0.6423427852566361,0.5884513185217315,0.30682582755679694,0.08057146485978935,0.2557039625257513,0.622616056655889,0.5736356888044375,0.7521688066969118
dwt_419,0.535183951556266,0.488579741970167,0.5335321003578751,0.3666403113673891,0.5137193276095416,0.4861740700407501,0.4390854634158015,0.5625791736770247,0.5264585586781284,0.49505213405466053,0.5907604583632927
cluster,0.06505543890164638,0.03994700512888748,0.06766677623566561,0.17051438883127448,0.10696299008976998,0.05286070897899113,0.0011549357720615117,0.04117891644488521,0.1994764167069705,0.1180982665816582,0.1748537273658269
qh882,0.34265920355019447,0.3573888298935467,0.359400295949697,0.4825371651713718,0.49693774991069456,0.12823591530614548,0.06509730815542855,0.24525386874326377,0.44259168709417046,0.431882869856863,0.5846548956820713
price_1000,0.08478041115930048,0.12774417581085315,0.15518198874689854,0.5585813282277351,0.45664133105462384,0.003311811672886778,0.007166511527743868,0.01659686943678046,0.3118711211300778,0.3992974555349522,0.6771169719839671
dwt_1005,0.35633522901619274,0.43339435244519053,0.30259596549657153,0.2856431047338362,0.3009048529590922,0.2960433759534116,0.34451996977439026,0.43539038773489586,0.5460737232343056,0.3676048298893015,0.5492028166085412
cage8,0.11946116942560459,0.09083132635352675,0.10955955865886835,0.29926659993133886,0.1838811496875993,0.08972780047941191,0.008406187074167602,0.08708548199212023,0.3210405440107871,0.23434146055986643,0.3029567155257057
btree9,0.09153470185728263,0.09712609970674503,0.4265884652981427,0.7092538286086676,0.31241446725317706,0.005317693059628544,0.0020918866080156407,0.02082111436950145,0.20421635711958291,0.44845878136200723,0.875347018572825
bcsstk09,0.44268534706772594,0.47050803331002317,0.425321575499093,0.23417289990509343,0.38309023172665124,0.4166923140888833,0.4777754164624809,0.4480551384863033,0.4529473574758163,0.42810000960612465,0.4824560219524961
1138_bus,0.2011875301615457,0.28427485623140175,0.3617934538040409,0.5789751165777205,0.5584898249139417,0.1084065254998782,0.029457595332809533,0.09754215037865405,0.4497401068506461,0.5017593304033034,0.7171472698814961
qh1484,0.2955507619873727,0.2925080080411426,0.3366058071643112,0.4292831543721115,0.43943954823870046,0.09780886440152564,0.05961718353195457,0.24958750828914628,0.36879374409328514,0.40058860788269646,0.5524660102418993
clusterHiera,0.09091214647470625,0.08046188892362449,0.08937065876866163,0.2102217420974223,0.13344353670929565,0.0401391081941306,0.001957725396973252,0.04210815156028979,0.21315955885645996,0.1424847796724209,0.21727608392825687
bcspwr07,0.18519260592585413,0.2722195269600841,0.314313212169363,0.5030539902166338,0.48923263076306667,0.08083164961582054,0.035292585820198875,0.11069539293156279,0.3867004765373619,0.4437540715905201,0.6702026822372428
fidapex6,0.7214252941579102,0.5124912726703258,0.631716109621697,0.39982665501622855,0.5285572129705253,0.32258103047262876,0.43313877278192703,0.7189331142339868,0.6672644149155957,0.5855844195159181,0.79526187566457
block_2000,0.028865795906233022,0.030927479254290024,0.029555239565865747,0.16681961735288897,0.052851442023154324,0.02222983477452644,3.7037037037037037e-06,0.016901121378686088,0.10798668860255234,0.06343973595249904,0.15605564021365662
sierpinski3d,0.4880358568260985,0.4614385809312654,0.5086514623587765,0.5052383908774107,0.5316222574173741,0.21082090592334027,0.30722800126702576,0.5281319818392985,0.5503964100939689,0.5423292154999431,0.6368271143490652
lp_ship04l,0.008384420543120248,0.005062909826331841,0.007596828620143445,0.04405408107261902,0.051082913013124995,0.006135211332867046,1.0062577815985323e-05,0.0027479706822385232,0.04566347309374423,0.04149902616929626,0.045383963893751676
data,0.59404200710291,0.32793089112126367,0.5079841079255796,0.26868672718249037,0.4506001322691465,0.4071715375728971,0.5775061310919535,0.6647001650614621,0.5925481856045363,0.5149000688854855,0.7305341508156483
3elt,0.5640414832342757,0.45028376084837796,0.662066008172069,0.20208533940719242,0.5381287379052176,0.3069993849827469,0.4115587337914063,0.5122020117359077,0.609791709937898,0.5726321299864471,0.7948105402130883
USPowerGrid,0.11265644056623973,0.23020663856749515,0.25954307861072395,0.5050204799723952,0.4853608137007236,0.06206942844287559,0.010570232541864785,0.04086463034161479,0.3372878207263669,0.4128803183267432,0.6591271091922435
add32,0.13934489120509688,0.19693138722157869,0.24046713526130964,0.5288131765702513,0.4650065363479647,0.0876529524782704,0.003066709714499162,0.02100421428033406,0.2972575902494817,0.3613384701828813,0.622822861923858
ca-GrQc,0.27857047151305236,0.2253988928314011,0.12942280296834796,0.6160976988973763,0.44017905254275125,0.1061849213125132,0.009427904860610039,0.04638353316869789,0.4529322622806492,0.42095076177050517,0.4947377991804677
commanche,0.14705303030304034,0.11130808080808685,0.1841287878788022,0.28292676767677694,0.2370252525252706,0.0935151515151548,0.029946969696969368,0.1770833333333464,0.2256515151515321,0.26652020202021537,0.5162323232323021
EVA,0.2280194729481015,0.1928102431877755,0.02497704339764226,0.3372553158734969,0.307335384327331,0.0012886322613502338,0.0010443197732422189,0.06273255541158024,0.11862036054572103,0.28851752686928495,0.403504577126926
bcsstk33,0.16491986098255845,0.21740621427764215,0.16892048359544065,0.2194554189315682,0.17504427272507936,0.16065328403597703,0.13258767349458386,0.15467226213135604,0.2586219277054531,0.235708685530636,0.2907521803352319
whitaker3,0.8331988205671748,0.4906767085522186,0.7136178164239342,0.15351636232248783,0.7372905483405221,0.4622462231645942,0.9994037900874636,0.9996161321671524,0.6420736666961,0.7214096298259057,0.976979737609329
crack,0.7472833805192414,0.7373612074774141,0.8654925120452525,0.18420360455515436,0.7795753892374965,0.5255067997323837,0.908036593939937,0.8612022580284681,0.781994378993426,0.7274035251857972,0.9575568421378982
fe_4elt2,0.33070944365565036,0.22745477686615384,0.3929891941363001,0.17060345362068996,0.39713002872286957,0.164937031394148,0.2513349314947006,0.39807119003025654,0.43416940255089226,0.5859959444239978,0.6142744029217686
fidapex11,0.19340457400128877,0.17118987986282738,0.18447174641632064,0.20332477000110677,0.19476575169108717,0.15992206929530925,0.17551597606527639,0.20462919855099,0.20487847998721548,0.1989743708021997,0.2740725138726677
bcsstk31,0.2596519063390745,0.2307696548110553,0.27689975873016176,0.23980958889859322,0.26267565870805804,0.1646825322663134,0.15432441806398564,0.21646010664494253,,0.27812484097475887,0.42560534070485784
bcsstk32,0.24007552936614976,0.20200985513028533,0.31201187224786125,0.2555070305175708,0.2767065620982935,0.17570658722886143,0.1538685138151006,0.2409891143239486,,0.36748800243638435,0.5006923746945007
finan512,,0.049586297573265434,0.06429191125937377,0.12541059134754612,0.08886621345976715,0.11359385362108927,0.004389023221020906,,,0.08357248184266002,0.18429595782822844
luxembourg,,0.47181342477049907,0.5844768237403972,0.22914374443274124,0.6204934217763743,0.33746075867508546,0.46622458080736173,,,0.4044918256718491,0.888437319808086
fe_ocean,,0.11080224655245059,0.15253045263034198,0.10565885324008684,0.16904359095342586,0.05732480578502075,0.0012797482292103625,,,0.12717321603752793,0.17469505610076527
